species_name,taxonomic_name,phylum,class,order,family,genus,species_epithet,phylogenetic_diversity_index,trophic_level,trophic_level_se,vulnerability,reproductive_mode,fertilization,reproductive_guild,trophic_breadth,diet,trophic_group,diet_level,time,water_column,habitat,macrophyte,complexity
Holothuria fuscogilva,Holothuria fuscogilva,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,fuscogilva,,,,,,,,,,omnivore,,,,,,
Holothuria fuscopunctata,Holothuria fuscopunctata,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,fuscopunctata,,,,,,,,,,omnivore,,,,,,
Holothuria fuscorubra,Holothuria fuscorubra,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,fuscorubra,,,,,,,,,,omnivore,,,,,,
Holothuria hartmeyeri,Holothuria hartmeyeri,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,hartmeyeri,,,,,,,,,,omnivore,,,,,,
Holothuria hilla,Holothuria hilla,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,hilla,,,,,,,,,,omnivore,,,,,,
Holothuria impatiens,Holothuria impatiens,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,impatiens,,,,,,,,,,omnivore,,,,,,
Holothuria integra,Holothuria integra,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,integra,,,,,,,,,,omnivore,,,,,,
Holothuria kefersteinii,Holothuria kefersteinii,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,kefersteinii,,,,,,,,,,omnivore,,,,,,
Holothuria leucospilota,Holothuria leucospilota,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,leucospilota,,,,,,,,,,omnivore,,,,,,
Holothuria mexicana,Holothuria mexicana,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,mexicana,,,,,,,,,,omnivore,,,,,,
Holothuria nobilis,Holothuria nobilis,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,nobilis,,,,,,,,,,omnivore,,,,,,
Holothuria pervicax,Holothuria pervicax,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,pervicax,,,,,,,,,,omnivore,,,,,,
Holothuria portovallartensis,Holothuria portovallartensis,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,portovallartensis,,,,,,,,,,omnivore,,,,,,
Holothuria sanctori,Holothuria sanctori,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,sanctori,,,,,,,,,,omnivore,,,,,,
Holothuria scabra,Holothuria scabra,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,scabra,,,,,,,,,,omnivore,,,,,,
Holothuria sp. [ETP],Holothuria spp.,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,,,,,,,,,,,omnivore,,,,,,
Holothuria thomasi,Holothuria thomasi,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,thomasi,,,,,,,,,,omnivore,,,,,,
Holothuria tubulosa,Holothuria tubulosa,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,tubulosa,,,,,,,,,,omnivore,,,,,,
Holothuria whitmaei,Holothuria whitmaei,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,whitmaei,,,,,,,,,,omnivore,,,,,,
Holothuriid sp. [Arctic 1],Holothuriid spp.,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,,,,,,,,,,,,omnivore,,,,,,
Holothuriid sp. [Bohadschia graeffei?],Holothuriid spp.,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,,,,,,,,,,,,omnivore,,,,,,
Australostichopus mollis,Australostichopus mollis,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Australostichopus,mollis,,,,,,,,,,omnivore,,,,,,
Isostichopus fuscus,Isostichopus fuscus,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Isostichopus,fuscus,,,,,,,,,,omnivore,,,,,,
Parastichopus californicus,Parastichopus californicus,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Parastichopus,californicus,,,,,,,,,,omnivore,,,,,,
Stichopus hermanni,Stichopus hermanni,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Stichopus,hermanni,,,,,,,,,,omnivore,,,,,,
Apostichopus japonicus,Apostichopus japonicus,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Apostichopus,japonicus,,,,,,,,,,omnivore,,,,,,
Isostichopus badionotus,Isostichopus badionotus,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Isostichopus,badionotus,,,,,,,,,,omnivore,,,,,,
Isostichopus spp.,Isostichopus spp.,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Isostichopus,,,,,,,,,,,omnivore,,,,,,
Parastichopus spp.,Parastichopus spp.,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Parastichopus,,,,,,,,,,,omnivore,,,,,,
Stichopus chloronotus,Stichopus chloronotus,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Stichopus,chloronotus,,,,,,,,,,omnivore,,,,,,
Stichopus horrens,Stichopus horrens,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Stichopus,horrens,,,,,,,,,,omnivore,,,,,,
Stichopus ludwigi,Stichopus ludwigi,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Stichopus,ludwigi,,,,,,,,,,omnivore,,,,,,
Stichopus naso,Stichopus naso,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Stichopus,naso,,,,,,,,,,omnivore,,,,,,
Stichopus ocellatus,Stichopus ocellatus,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Stichopus,ocellatus,,,,,,,,,,omnivore,,,,,,
Stichopus sp. [japonicus (red)],Stichopus spp.,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Stichopus,,,,,,,,,,,omnivore,,,,,,
Stichopus spp.,Stichopus spp.,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Stichopus,,,,,,,,,,,omnivore,,,,,,
Stichopus vastus,Stichopus vastus,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Stichopus,vastus,,,,,,,,,,omnivore,,,,,,
Thelenota ananas,Thelenota ananas,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Thelenota,ananas,,,,,,,,,,omnivore,,,,,,
Cucumaria miniata,Cucumaria miniata,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cucumaria,miniata,,,,,,,,,,omnivore,,,,,,
Cercodemas anceps,Cercodemas anceps,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cercodemas,anceps,,,,,,,,,,omnivore,,,,,,
Cercodemas spp.,Cercodemas spp.,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cercodemas,,,,,,,,,,,omnivore,,,,,,
Cladodactyla crocea,Cladodactyla crocea,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cladodactyla,crocea,,,,,,,,,,omnivore,,,,,,
Colochirus quadrangularis,Colochirus quadrangularis,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Colochirus,quadrangularis,,,,,,,,,,omnivore,,,,,,
Cucumaria flamma,Cucumaria flamma,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cucumaria,flamma,,,,,,,,,,omnivore,,,,,,
Cucumaria frondosa japonica,Cucumaria frondosa,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cucumaria,frondosa,,,,,,,,,,omnivore,,,,,,
Cucumaria piperata,Cucumaria piperata,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cucumaria,piperata,,,,,,,,,,omnivore,,,,,,
Cucumaria salma,Cucumaria salma,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cucumaria,salma,,,,,,,,,,omnivore,,,,,,
Cucumaria sp. [japonica (dark) cf],Cucumariid spp.,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,,,,,,,,,,,,omnivore,,,,,,
Cucumaria spp.,Cucumaria spp.,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cucumaria,,,,,,,,,,,omnivore,,,,,,
Heterocucumis godeffroyi,Heterocucumis godeffroyi,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Heterocucumis,godeffroyi,,,,,,,,,,omnivore,,,,,,
Neoamphicyclus altoffi,Neoamphicyclus altoffi,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Neoamphicyclus,altoffi,,,,,,,,,,omnivore,,,,,,
Neoamphicyclus spp.,Neoamphicyclus spp.,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Neoamphicyclus,,,,,,,,,,,omnivore,,,,,,
Neoamphicylcus mutans,Neoamphicylcus mutans,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Neoamphicylcus,mutans,,,,,,,,,,omnivore,,,,,,
Pentacta doliolum,Pentacta doliolum,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Pentacta,doliolum,,,,,,,,,,omnivore,,,,,,
Pseudocnella insolens,Pseudocnella insolens,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Pseudocnella,insolens,,,,,,,,,,omnivore,,,,,,
Pseudocnus dubiosus,Pseudocnus dubiosus,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Pseudocnus,dubiosus,,,,,,,,,,omnivore,,,,,,
Pseudocnus lubrica,Pseudocnus lubrica,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Pseudocnus,lubrica,,,,,,,,,,omnivore,,,,,,
Trachythyone lechleri,Trachythyone lechleri,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Trachythyone,lechleri,,,,,,,,,,omnivore,,,,,,
Massinium magnum,Massinium magnum,Echinodermata,Holothuroidea,Dendrochirotida,Phyllophoridae,Massinium,magnum,,,,,,,,,,omnivore,,,,,,
Neothyonidium magnum,Neothyonidium magnum,Echinodermata,Holothuroidea,Dendrochirotida,Phyllophoridae,Neothyonidium,magnum,,,,,,,,,,omnivore,,,,,,
Neothyonidium spp.,Neothyonidium spp.,Echinodermata,Holothuroidea,Dendrochirotida,Phyllophoridae,Neothyonidium,,,,,,,,,,,omnivore,,,,,,
Thyone aurea,Thyone aurea,Echinodermata,Holothuroidea,Dendrochirotida,Phyllophoridae,Thyone,aurea,,,,,,,,,,omnivore,,,,,,
Ceto cuvieria,Ceto cuvieria,Echinodermata,Holothuroidea,Dendrochirotida,Psolidae,Ceto,cuvieria,,,,,,,,,,omnivore,,,,,,
Psolus chitonoides,Psolus chitonoides,Echinodermata,Holothuroidea,Dendrochirotida,Psolidae,Psolus,chitonoides,,,,,,,,,,omnivore,,,,,,
Cladolabes perspicillum,Cladolabes perspicillum,Echinodermata,Holothuroidea,Dendrochirotida,Sclerodactylidae,Cladolabes,perspicillum,,,,,,,,,,omnivore,,,,,,
Cladolabes schmeltzii,Cladolabes schmeltzii,Echinodermata,Holothuroidea,Dendrochirotida,Sclerodactylidae,Cladolabes,schmeltzii,,,,,,,,,,omnivore,,,,,,
Eupentacta quinquesemita,Eupentacta quinquesemita,Echinodermata,Holothuroidea,Dendrochirotida,Sclerodactylidae,Eupentacta,quinquesemita,,,,,,,,,,omnivore,,,,,,
Eupentacta sp. [quinquesemita],Eupentacta spp.,Echinodermata,Holothuroidea,Dendrochirotida,Sclerodactylidae,Eupentacta,,,,,,,,,,,omnivore,,,,,,
Pachythyone rubra,Pachythyone rubra,Echinodermata,Holothuroidea,Dendrochirotida,Sclerodactylidae,Pachythyone,rubra,,,,,,,,,,omnivore,,,,,,
Holothuroidea sp. [white tentacles],Holothuroidea spp.,Echinodermata,Holothuroidea,,,,,,,,,,,,,,omnivore,,,,,,
Holothuroidea spp.,Holothuroidea spp.,Echinodermata,Holothuroidea,,,,,,,,,,,,,,omnivore,,,,,,
Astrocladus euryale,Astrocladus euryale,Echinodermata,Ophiuroidea,Euryalida,Gorgonocephalidae,Astrocladus,euryale,,,,,,,,,,suspension feeders,,,,,,
Astrophyton muricatum,Astrophyton muricatum,Echinodermata,Ophiuroidea,Euryalida,Gorgonocephalidae,Astrophyton,muricatum,,,,,,,,,,suspension feeders,,,,,,
Clarkcoma pulchra,Clarkcoma pulchra,Echinodermata,Ophiuroidea,Ophiurida,Ophiocomidae,Clarkcoma,pulchra,,,,,,,,,,omnivore,,,,,,
Ophiocoma aethiops,Ophiocoma aethiops,Echinodermata,Ophiuroidea,Ophiurida,Ophiocomidae,Ophiocoma,aethiops,,,,,,,,,,omnivore,,,,,,
Ophiopsammus maculata,Ophiopsammus maculata,Echinodermata,Ophiuroidea,Ophiurida,Ophiodermatidae,Ophiopsammus,maculata,,,,,,,,,,omnivore,,,,,,
Ophioplocus spp.,Ophioplocus spp.,Echinodermata,Ophiuroidea,Ophiurida,Ophiolepididae,Ophioplocus,,,,,,,,,,,omnivore,,,,,,
Ophiomyxa vivipara,Ophiomyxa vivipara,Echinodermata,Ophiuroidea,Ophiurida,Ophiomyxidae,Ophiomyxa,vivipara,,,,,,,,,,omnivore,,,,,,
Macrophiothrix rhabdota,Macrophiothrix rhabdota,Echinodermata,Ophiuroidea,Ophiurida,Ophiotrichidae,Macrophiothrix,rhabdota,,,,,,,,,,omnivore,,,,,,
Ophiothrix spongicola,Ophiothrix spongicola,Echinodermata,Ophiuroidea,Ophiurida,Ophiotrichidae,Ophiothrix,spongicola,,,,,,,,,,omnivore,,,,,,
Ophiura kinbergi,Ophiura kinbergi,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,kinbergi,,,,,,,,,,omnivore,,,,,,
Astroboa ernae,Astroboa ernae,Echinodermata,Ophiuroidea,Phrynophiurida,Gorgonocephalidae,Astroboa,ernae,,,,,,,,,,suspension feeders,,,,,,
Astroboa granulatus,Astroboa granulatus,Echinodermata,Ophiuroidea,Phrynophiurida,Gorgonocephalidae,Astroboa,granulatus,,,,,,,,,,suspension feeders,,,,,,
Conocladus australis,Conocladus australis,Echinodermata,Ophiuroidea,Phrynophiurida,Gorgonocephalidae,Conocladus,australis,,,,,,,,,,suspension feeders,,,,,,
Gorgonocephalid spp.,Gorgonocephalid spp.,Echinodermata,Ophiuroidea,Phrynophiurida,Gorgonocephalidae,,,,,,,,,,,,suspension feeders,,,,,,
Metabonellia haswelli,Metabonellia haswelli,Echiura,Echiuridea,Echiuroinea,Bonelliidae,Metabonellia,haswelli,,,,,,,,,,omnivore,,,,,,
Macrocystis pyrifera,Macrocystis pyrifera,Heterokontophyta,Phaeophyceae,Laminariales,Laminariaceae,Macrocystis,pyrifera,,,,,,,,,,,,,,,,
Glycymeris grayana,Glycymeris grayana,Mollusca,Bivalvia,Arcoida,Glycymerididae,Glycymeris,grayana,,,,,,,,,,suspension feeders,,,,,,
Glycymeris striatularis,Glycymeris striatularis,Mollusca,Bivalvia,Arcoida,Glycymerididae,Glycymeris,striatularis,,,,,,,,,,suspension feeders,,,,,,
Ctenoides scabra,Ctenoides scabra,Mollusca,Bivalvia,Limoida,Limidae,Ctenoides,scabra,,,,,,,,,,suspension feeders,,,,,,
Limaria pacifica,Limaria pacifica,Mollusca,Bivalvia,Limoida,Limidae,Limaria,pacifica,,,,,,,,,,suspension feeders,,,,,,
Limatula strangei,Limatula strangei,Mollusca,Bivalvia,Limoida,Limidae,Limatula,strangei,,,,,,,,,,suspension feeders,,,,,,
Codakia rugifera,Codakia rugifera,Mollusca,Bivalvia,Lucinoida,Lucinidae,Codakia,rugifera,,,,,,,,,,suspension feeders,,,,,,
Lithophaga spp.,Lithophaga spp.,Mollusca,Bivalvia,Mytiloida,Mytilidae,Lithophaga,,,,,,,,,,,suspension feeders,,,,,,
Mytilus galloprovincialis,Mytilus galloprovincialis,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,galloprovincialis,,,,,,,,,,suspension feeders,,,,,,
Hyotissa hyotis,Hyotissa hyotis,Mollusca,Bivalvia,Ostreoida,Gryphaeidae,Hyotissa,hyotis,,,,,,,,,,suspension feeders,,,,,,
Crassostrea gigas,Crassostrea gigas,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,gigas,,,,,,,,,,suspension feeders,,,,,,
Lopha cristagalli,Lopha cristagalli,Mollusca,Bivalvia,Ostreoida,Ostreidae,Lopha,cristagalli,,,,,,,,,,suspension feeders,,,,,,
Lopha spp.,Lopha spp.,Mollusca,Bivalvia,Ostreoida,Ostreidae,Lopha,,,,,,,,,,,suspension feeders,,,,,,
Ostrea angasi,Ostrea angasi,Mollusca,Bivalvia,Ostreoida,Ostreidae,Ostrea,angasi,,,,,,,,,,suspension feeders,,,,,,
Ostreid spp.,Ostreid spp.,Mollusca,Bivalvia,Ostreoida,Ostreidae,,,,,,,,,,,,suspension feeders,,,,,,
Saccostrea spp.,Saccostrea spp.,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,,,,,,,,,,,suspension feeders,,,,,,
Undulostrea megodon,Undulostrea megodon,Mollusca,Bivalvia,Ostreoida,Ostreidae,Undulostrea,megodon,,,,,,,,,,suspension feeders,,,,,,
Equichlamys bifrons,Equichlamys bifrons,Mollusca,Bivalvia,Ostreoida,Pectinidae,Equichlamys,bifrons,,,,,,,,,,suspension feeders,,,,,,
Mimachlamys asperrima,Mimachlamys asperrima,Mollusca,Bivalvia,Ostreoida,Pectinidae,Mimachlamys,asperrima,,,,,,,,,,suspension feeders,,,,,,
Mimachlamys asperrima,Mimachlamys asperrima,Mollusca,Bivalvia,Ostreoida,Pectinidae,Mimachlamys,asperrima,,,,,,,,,,suspension feeders,,,,,,
Mimachlamys nobilis,Mimachlamys nobilis,Mollusca,Bivalvia,Ostreoida,Pectinidae,Mimachlamys,nobilis,,,,,,,,,,suspension feeders,,,,,,
Pectinid spp.,Pectinid spp.,Mollusca,Bivalvia,Ostreoida,Pectinidae,,,,,,,,,,,,suspension feeders,,,,,,
Pedum spondyloideum,Pedum spondyloideum,Mollusca,Bivalvia,Ostreoida,Pectinidae,Pedum,spondyloideum,,,,,,,,,,suspension feeders,,,,,,
Scaeochlamys livida,Scaeochlamys livida,Mollusca,Bivalvia,Ostreoida,Pectinidae,Scaeochlamys,livida,,,,,,,,,,suspension feeders,,,,,,
Spondylus spp.,Spondylus spp.,Mollusca,Bivalvia,Ostreoida,Spondylidae,Spondylus,,,,,,,,,,,suspension feeders,,,,,,
Spondylus tenellus,Spondylus tenellus,Mollusca,Bivalvia,Ostreoida,Spondylidae,Spondylus,tenellus,,,,,,,,,,suspension feeders,,,,,,
Spondylus varius,Spondylus varius,Mollusca,Bivalvia,Ostreoida,Spondylidae,Spondylus,varius,,,,,,,,,,suspension feeders,,,,,,
Aequipecten opercularis,Aequipecten opercularis,Mollusca,Bivalvia,Pectinoida,Pectinidae,Aequipecten,opercularis,,,,,,,,,,suspension feeders,,,,,,
Aequipecten tehuelchus,Aequipecten tehuelchus,Mollusca,Bivalvia,Pectinoida,Pectinidae,Aequipecten,tehuelchus,,,,,,,,,,suspension feeders,,,,,,
Austrochlamys natans,Austrochlamys natans,Mollusca,Bivalvia,Pectinoida,Pectinidae,Austrochlamys,natans,,,,,,,,,,suspension feeders,,,,,,
Bractechlamys corallinoides,Bractechlamys corallinoides,Mollusca,Bivalvia,Pectinoida,Pectinidae,Bractechlamys,corallinoides,,,,,,,,,,suspension feeders,,,,,,
Chlamys islandica,Chlamys islandica,Mollusca,Bivalvia,Pectinoida,Pectinidae,Chlamys,islandica,,,,,,,,,,suspension feeders,,,,,,
Chlamys rubida,Chlamys rubida,Mollusca,Bivalvia,Pectinoida,Pectinidae,Chlamys,rubida,,,,,,,,,,suspension feeders,,,,,,
Crassadoma gigantea,Crassadoma gigantea,Mollusca,Bivalvia,Pectinoida,Pectinidae,Crassadoma,gigantea,,,,,,,,,,suspension feeders,,,,,,
Mimachlamys varia,Mimachlamys varia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Mimachlamys,varia,,,,,,,,,,suspension feeders,,,,,,
Nodipecten magnificus,Nodipecten magnificus,Mollusca,Bivalvia,Pectinoida,Pectinidae,Nodipecten,magnificus,,,,,,,,,,suspension feeders,,,,,,
Pecten maximus,Pecten maximus,Mollusca,Bivalvia,Pectinoida,Pectinidae,Pecten,maximus,,,,,,,,,,suspension feeders,,,,,,
Swiftopecten swiftii,Swiftopecten swiftii,Mollusca,Bivalvia,Pectinoida,Pectinidae,Swiftopecten,swiftii,,,,,,,,,,suspension feeders,,,,,,
Zygochlamys patagonica,Zygochlamys patagonica,Mollusca,Bivalvia,Pectinoida,Pectinidae,Zygochlamys,patagonica,,,,,,,,,,suspension feeders,,,,,,
Spondylus americanus,Spondylus americanus,Mollusca,Bivalvia,Pectinoida,Spondylidae,Spondylus,americanus,,,,,,,,,,suspension feeders,,,,,,
Spondylus limbatus,Spondylus limbatus,Mollusca,Bivalvia,Pectinoida,Spondylidae,Spondylus,limbatus,,,,,,,,,,suspension feeders,,,,,,
Atrina sp. [vexillum cf],Atrina spp.,Mollusca,Bivalvia,Pterioida,Pinnidae,Atrina,,,,,,,,,,,suspension feeders,,,,,,
Pinna atropurpurea,Pinna atropurpurea,Mollusca,Bivalvia,Pterioida,Pinnidae,Pinna,atropurpurea,,,,,,,,,,suspension feeders,,,,,,
Pinna bicolor,Pinna bicolor,Mollusca,Bivalvia,Pterioida,Pinnidae,Pinna,bicolor,,,,,,,,,,suspension feeders,,,,,,
Pinna muricata,Pinna muricata,Mollusca,Bivalvia,Pterioida,Pinnidae,Pinna,muricata,,,,,,,,,,suspension feeders,,,,,,
Pinna nobilis,Pinna nobilis,Mollusca,Bivalvia,Pterioida,Pinnidae,Pinna,nobilis,,,,,,,,,,suspension feeders,,,,,,
Pinna rudis,Pinna rudis,Mollusca,Bivalvia,Pterioida,Pinnidae,Pinna,rudis,,,,,,,,,,suspension feeders,,,,,,
Streptopinna spp.,Pinnid spp.,Mollusca,Bivalvia,Pterioida,Pinnidae,,,,,,,,,,,,suspension feeders,,,,,,
Electroma georgiana,Electroma georgiana,Mollusca,Bivalvia,Pterioida,Pteriidae,Electroma,georgiana,,,,,,,,,,suspension feeders,,,,,,
Pinctada imbricata,Pinctada imbricata,Mollusca,Bivalvia,Pterioida,Pteriidae,Pinctada,imbricata,,,,,,,,,,suspension feeders,,,,,,
Pinctada margaritifera,Pinctada margaritifera,Mollusca,Bivalvia,Pterioida,Pteriidae,Pinctada,margaritifera,,,,,,,,,,suspension feeders,,,,,,
Pinctada mazatlanica,Pinctada mazatlanica,Mollusca,Bivalvia,Pterioida,Pteriidae,Pinctada,mazatlanica,,,,,,,,,,suspension feeders,,,,,,
Pinctada spp.,Pinctada spp.,Mollusca,Bivalvia,Pterioida,Pteriidae,Pinctada,,,,,,,,,,,suspension feeders,,,,,,
Pteria spp.,Pteriid spp.,Mollusca,Bivalvia,Pteroida,Pteriidae,,,,,,,,,,,,suspension feeders,,,,,,
Acrosterigma elongata,Acrosterigma elongata,Mollusca,Bivalvia,Veneroida,Cardiidae,Acrosterigma,elongata,,,,,,,,,,suspension feeders,,,,,,
Fulvia spp.,Fulvia spp.,Mollusca,Bivalvia,Veneroida,Cardiidae,Fulvia,,,,,,,,,,,suspension feeders,,,,,,
Trachycardium orbita,Trachycardium orbita,Mollusca,Bivalvia,Veneroida,Cardiidae,Trachycardium,orbita,,,,,,,,,,suspension feeders,,,,,,
Chama sarda,Chama sarda,Mollusca,Bivalvia,Veneroida,Chamidae,Chama,sarda,,,,,,,,,,suspension feeders,,,,,,
Lutraria rhynchaena,Lutraria rhynchaena,Mollusca,Bivalvia,Veneroida,Mactridae,Lutraria,rhynchaena,,,,,,,,,,suspension feeders,,,,,,
Hippopus hippopus,Hippopus hippopus,Mollusca,Bivalvia,Veneroida,Tridacnidae,Hippopus,hippopus,,,,,,,,,,suspension feeders,,,,,,
Tridacna crocea,Tridacna crocea,Mollusca,Bivalvia,Veneroida,Tridacnidae,Tridacna,crocea,,,,,,,,,,suspension feeders,,,,,,
Tridacna derasa,Tridacna derasa,Mollusca,Bivalvia,Veneroida,Tridacnidae,Tridacna,derasa,,,,,,,,,,suspension feeders,,,,,,
Tridacna gigas,Tridacna gigas,Mollusca,Bivalvia,Veneroida,Tridacnidae,Tridacna,gigas,,,,,,,,,,suspension feeders,,,,,,
Tridacna maxima,Tridacna maxima,Mollusca,Bivalvia,Veneroida,Tridacnidae,Tridacna,maxima,,,,,,,,,,suspension feeders,,,,,,
Tridacna sp. [Tonga],Tridacna spp.,Mollusca,Bivalvia,Veneroida,Tridacnidae,Tridacna,,,,,,,,,,,suspension feeders,,,,,,
Tridacna spp.,Tridacna spp.,Mollusca,Bivalvia,Veneroida,Tridacnidae,Tridacna,,,,,,,,,,,suspension feeders,,,,,,
Tridacna squamosa,Tridacna squamosa,Mollusca,Bivalvia,Veneroida,Tridacnidae,Tridacna,squamosa,,,,,,,,,,suspension feeders,,,,,,
Bivalvia spp.,Bivalvia spp.,Mollusca,Bivalvia,,,,,,,,,,,,,,suspension feeders,,,,,,
Sepioteuthis sepioidea,Sepioteuthis sepioidea,Mollusca,Cephalopoda,Myopsida,Loliginidae,Sepioteuthis,sepioidea,,,,,,,,,,benthic carnivore,,,,,,
Octopus spp.,Octopus spp.,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,,,,,,,,,,,benthic carnivore,,,,,,
Octopus tetricus,Octopus tetricus,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,tetricus,,,,,,,,,,benthic carnivore,,,,,,
Octopus vulgaris,Octopus vulgaris,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,vulgaris,,,,,,,,,,benthic carnivore,,,,,,
Hapalochlaena maculosa,Hapalochlaena maculosa,Mollusca,Cephalopoda,Octopoda,Octopodidae,Hapalochlaena,maculosa,,,,,,,,,,benthic carnivore,,,,,,
Octopus bimaculatus,Octopus bimaculatus,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,bimaculatus,,,,,,,,,,benthic carnivore,,,,,,
Octopus briareus,Octopus briareus,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,briareus,,,,,,,,,,benthic carnivore,,,,,,
Octopus cyanea,Octopus cyanea,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,cyanea,,,,,,,,,,benthic carnivore,,,,,,
Octopus maorum,Octopus maorum,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,maorum,,,,,,,,,,benthic carnivore,,,,,,
